V14,V4,V10,V17,Time,V12,V26,Amount,V21,V8,V11,V7,V28,V19,V3,V22,V6,V20,V27,V16,V13,V25,V24,V18,V2,V1,V5,V15,V9,V23
-0.4867502602047571,0.2892000856477312,-0.2823301103574384,-0.3939218897909129,-0.24764222136573819,-0.31068399863027774,0.03775372323500926,-0.19372192456662812,0.09455541573002624,0.14435073462976775,0.3216286943187377,-0.2492465535191414,-0.06372038525175995,0.052244168901017476,-0.11425739460732076,-0.0051297466474589815,-0.11283844619826373,0.020933913920591372,0.0785095110041178,-0.13729220685528723,-0.06045181425186017,0.008706272545109238,0.053636072423340196,-0.0022944734796113008,0.13563114808412594,-0.12853211892965455,-0.04341759939394786,0.043066196511296444,-0.25992895990693243,-0.10776390857317197
-0.19239732704028828,0.16567392634896616,-0.08530844318347798,0.08224927667471092,-0.24732759782023991,-0.0545039811341705,-0.030430600377625232,0.18995441691467294,0.12081610867195085,-0.008240477505226763,-0.04129585958105559,0.03185331080910248,0.016417148201957544,0.03551606176403134,0.07584452771369704,0.0616718253078266,-0.08421291289943562,0.3525664826325048,-0.07677397227410727,0.07952764879662191,0.06872952688229976,0.05524512591926476,-0.04924336696445966,0.21091022563858455,-0.22171574074430728,-0.1688324419779069,0.11230678311180772,0.2212276232053741,-0.02522441598544504,0.3168363805622777
-0.1672454884320726,0.16868026368996952,-0.15528849586746235,-0.6648958116511038,-0.22830717438784204,-0.7019087674369293,-0.11424000189911128,0.14173425631577077,-0.052941245001128553,-0.042884701893939635,0.20430808382642535,0.05509816784799191,-0.068085748653738,-0.16703104249941186,-0.026184770530442224,-0.13252708877744623,-0.005943991896854698,-0.0725632468344283,0.01155806605756668,-0.2742131572121691,0.0023406400523841827,-0.030979612137598138,-0.014647531479581564,-0.32034257687858453,0.12215049963476036,-0.12804293793518134,-0.06819462111965395,-0.07732387378188263,-0.02215346966568154,0.039353081951015514
-0.7680265424161341,0.19394135197203888,-0.48910050323797327,-1.7501086171839926,-0.21627520728424,-1.1671495299529204,-0.13847145483861972,0.05670593186318742,0.10479725167213769,-0.027163061072038676,0.4916016347404374,-0.3433873061572412,0.3806744202478275,0.03864470382642546,-0.18351137508815688,0.024970730870576528,-0.13499600369704706,-0.02918101033985245,-0.2503211184091728,-0.8830857666510068,0.01873910139011759,0.0498267552346813,-0.008979511310967105,-0.6282381269836809,0.09411272548364126,-0.24347085216268946,-0.09355599621555644,-0.0008462609571537964,-0.023047019859437183,-0.1010751492794009
-0.6896269201348624,0.34230960564959323,-0.24923620540156385,0.9346474697789414,-0.21373438380317028,-0.4934286885939409,0.11981027707102343,-0.15132603922282367,-0.06837479218942966,-0.05304858130234017,0.21117516547190235,0.16812138906040416,0.06611300359711916,-0.34073529769464345,-0.30410798884985396,-0.1001276683480807,-0.10739387133090601,0.0011494410724651647,-0.003423500611669474,0.3092478699876827,0.14876177807821941,0.29440934820391923,-0.2735753118371964,0.3721066484935966,0.21030999591893723,0.06690175999493418,0.29967284841215763,-0.03755454682491126,-0.12025672150522967,-0.1519480038581234
-1.212305666962922,0.48272316058750464,-0.6303447282911397,-0.15776426744833524,-0.21370101463925378,-1.0540287288378205,0.10739821541137665,-0.15132603922282367,0.06679419413399963,0.015012936889579442,0.5687252244154841,-0.1603250552821427,0.23028251165452446,-0.24217928646993028,-0.4405103270728796,-0.08648077182806928,-0.2652963442888546,0.08161667993798734,0.2219359392403728,-0.24539783249853775,-0.03108965844317953,0.2943262238258942,0.021589664135677197,0.014015810038322172,0.2885102078785828,-0.0006483199038408577,0.06336362686947818,-0.07065180914462625,-0.26235224708737304,-0.12490238344233406
-1.217140240859424,0.4590786096498537,-0.6158333805946327,-0.24346606751087307,-0.21365811142850402,-0.9571575707060698,0.11429946587343316,-0.15132603922282367,0.06788386823326559,0.03055385814289526,0.6781292386434041,-0.1659576856252428,0.22272950298048483,-0.1661440703578742,-0.46304820130002994,-0.08203638836157204,-0.19885473335541784,0.09829795892594055,0.22230419061586285,-0.1970547797459167,0.0713932985943696,0.3173849721582251,-0.12734182209708628,0.09482274064390583,0.288134421968399,0.0003628257402940984,0.10981291150431785,-0.15260636773875563,-0.2946133529417013,-0.15489999899093895
-1.040715161459969,0.43954501537357415,-0.523010966087398,0.18127946966288322,-0.21361997524117088,-0.9492020464041003,0.11737731194947502,-0.15132603922282367,0.029002514566468473,0.012761648839946368,0.45797212637894624,-0.07992691882311695,0.18144998891428737,-0.29675827070340705,-0.4077668940895879,-0.09278337584557439,-0.19147045742208005,0.04491745488844887,0.15989899226516419,-0.10501757405627199,-0.08099750799093712,0.2799331723052032,-0.12007226729619438,0.09447637574474387,0.258789168391289,0.01704997417154728,0.1377551448927123,-0.028462103955493444,-0.20773348482499165,-0.1276799568332233
-1.0492311502330196,0.43731766454374615,-0.5051842736315425,0.10789330194561583,-0.21358183905383776,-0.8045182813922059,0.10386016764027198,-0.15132603922282367,0.03849350550034469,0.004659372916881082,0.6464617641490746,-0.07341607783015723,0.1805789740583355,-0.2263222339580418,-0.39643987631081923,-0.07280738103504839,-0.20976564189512747,0.06481691291141453,0.1563821661954234,-0.06071545269116539,0.03925617638430045,0.2916106611746577,-0.036851260199463234,0.18263828205542926,0.2655165099997933,0.016326129011984457,0.12837746907434008,-0.15102135741679626,-0.25134418858140234,-0.1351151680450406
-0.7044646223662624,0.28990667252740715,-0.47110152710940423,-0.6716283713991615,-0.21330058467225593,-0.7647701955945699,0.07447635802568993,-0.15132603922282367,0.1077230235223288,0.11006448489877725,0.5611317047028377,-0.38976943823974447,0.04488780422776232,0.281757096628718,-0.3763481398967766,0.015398074091885894,-0.13702634808262043,0.08434773348069016,0.1792498496153266,-0.43223396228894656,0.1707104300918926,-0.3646659541339223,-0.06112258597493296,-0.07967181719362434,0.1600335550733478,0.03887506960695079,-0.14339126477846453,0.05474056382476807,-0.04542947839874887,0.13812923490220896
